type,type_encoded,severity,affected_radius_km,hour,impacted_shipments,delay_min
congestion,1,3.93,76.25,1.0,34,91
blockage,2,7.86,116.72,16.0,31,308
blockage,2,9.16,20.67,1.0,17,212
congestion,1,2.92,41.04,4.0,22,59
weather,0,3.73,49.85,16.0,24,63
blockage,2,9.06,118.62,2.0,33,331
blockage,2,1.89,12.94,18.0,5,45
congestion,1,2.02,13.51,0.0,10,29
vehicle_issue,3,4.13,54.16,7.0,7,32
blockage,2,7.05,21.63,6.0,15,137
weather,0,9.13,82.06,3.0,45,122
vehicle_issue,3,5.81,44.96,12.0,8,37
weather,0,5.18,100.49,5.0,39,101
blockage,2,8.96,91.63,3.0,29,297
congestion,1,1.79,56.64,9.0,30,78
blockage,2,9.63,102.68,11.0,32,332
vehicle_issue,3,3.95,13.31,15.0,4,20
blockage,2,2.88,70.33,2.0,16,132
blockage,2,9.88,67.92,4.0,28,298
vehicle_issue,3,7.05,29.45,1.0,8,37
blockage,2,5.26,5.41,18.0,9,88
vehicle_issue,3,3.86,65.53,13.0,8,35
congestion,1,5.01,61.75,5.0,34,93
weather,0,7.91,76.29,12.0,41,111
weather,0,1.85,27.15,19.0,16,41
blockage,2,1.85,22.15,18.0,7,59
blockage,2,4.25,117.31,22.0,25,205
weather,0,5.0,15.19,5.0,17,49
weather,0,8.97,120.0,3.0,55,144
vehicle_issue,3,2.9,89.72,18.0,9,38
blockage,2,8.01,77.27,22.0,25,259
vehicle_issue,3,9.9,41.51,4.0,11,52
weather,0,5.29,104.8,16.0,40,103
weather,0,10.0,108.98,13.0,54,146
congestion,1,9.02,86.17,21.0,53,149
vehicle_issue,3,8.02,86.82,4.0,13,58
blockage,2,4.2,62.12,8.0,16,136
vehicle_issue,3,4.0,10.05,14.0,4,19
congestion,1,8.93,120.0,20.0,63,173
congestion,1,5.02,1.54,19.0,21,65
blockage,2,1.12,60.97,11.0,11,88
vehicle_issue,3,8.18,43.31,8.0,10,45
congestion,1,4.03,93.71,4.0,40,106
blockage,2,10.0,89.27,9.0,30,316
vehicle_issue,3,9.15,77.68,23.0,13,59
congestion,1,1.59,6.82,5.0,9,26
vehicle_issue,3,10.0,31.61,22.0,10,49
blockage,2,9.91,14.02,6.0,18,225
vehicle_issue,3,8.01,118.3,2.0,16,67
congestion,1,3.05,15.74,17.0,18,53
blockage,2,7.19,117.7,10.0,30,251
congestion,1,8.79,17.24,17.0,41,126
blockage,2,8.89,103.2,23.0,31,313
congestion,1,4.87,71.59,3.0,36,98
blockage,2,7.91,101.49,13.0,29,288
vehicle_issue,3,3.79,78.38,6.0,9,39
congestion,1,3.32,93.68,11.0,37,95
congestion,1,7.13,88.04,6.0,47,131
congestion,1,4.88,30.24,4.0,25,71
blockage,2,3.0,111.59,12.0,23,183
blockage,2,6.93,78.64,10.0,24,205
blockage,2,4.02,24.71,18.0,10,94
weather,0,5.88,34.55,11.0,25,70
weather,0,3.77,63.52,14.0,27,71
weather,0,8.91,104.25,17.0,66,176
vehicle_issue,3,9.21,96.2,1.0,15,65
vehicle_issue,3,4.78,38.21,10.0,7,31
weather,0,8.16,83.24,12.0,42,114
weather,0,2.08,1.0,15.0,6,17
vehicle_issue,3,9.94,40.04,0.0,11,52
blockage,2,3.11,99.35,2.0,21,169
congestion,1,9.03,18.81,20.0,33,100
blockage,2,8.68,44.26,18.0,21,241
weather,0,1.94,1.27,10.0,5,17
weather,0,1.0,3.87,0.0,4,10
congestion,1,8.22,20.79,6.0,30,90
vehicle_issue,3,8.94,11.78,15.0,8,40
vehicle_issue,3,7.97,61.0,16.0,11,50
weather,0,1.0,107.68,19.0,40,95
blockage,2,6.99,14.89,13.0,13,125
vehicle_issue,3,3.82,104.95,18.0,12,47
vehicle_issue,3,10.0,77.82,5.0,14,64
vehicle_issue,3,8.94,20.56,3.0,9,42
weather,0,7.82,33.62,8.0,39,111
weather,0,5.18,27.32,20.0,19,54
weather,0,3.8,93.85,21.0,35,89
weather,0,9.04,89.2,1.0,46,124
weather,0,1.78,38.65,4.0,15,38
congestion,1,2.04,5.77,1.0,8,25
blockage,2,1.16,18.83,18.0,5,41
congestion,1,5.9,77.5,19.0,53,146
congestion,1,1.0,11.3,22.0,7,18
weather,0,5.83,64.83,4.0,32,87
weather,0,1.99,74.15,12.0,24,60
vehicle_issue,3,9.29,78.43,10.0,14,61
blockage,2,5.16,15.8,23.0,11,99
weather,0,1.18,57.42,22.0,17,41
vehicle_issue,3,6.84,53.46,20.0,10,45
vehicle_issue,3,4.16,101.63,5.0,11,46
vehicle_issue,3,3.15,56.47,8.0,7,29
weather,0,7.05,47.69,18.0,40,111
blockage,2,9.91,16.22,14.0,19,229
vehicle_issue,3,10.0,83.57,14.0,15,65
vehicle_issue,3,4.9,76.84,1.0,10,42
weather,0,9.1,85.46,9.0,60,161
vehicle_issue,3,2.94,81.03,23.0,9,36
congestion,1,8.85,105.14,11.0,59,162
congestion,1,9.94,106.05,21.0,62,172
blockage,2,6.3,37.07,9.0,16,141
vehicle_issue,3,5.83,21.26,20.0,7,31
weather,0,6.15,112.72,19.0,58,149
blockage,2,1.13,85.83,14.0,15,119
vehicle_issue,3,8.97,116.01,19.0,17,71
blockage,2,7.92,61.59,1.0,22,240
congestion,1,8.81,117.75,8.0,80,220
weather,0,2.19,14.8,2.0,9,25
blockage,2,8.82,73.76,16.0,26,275
blockage,2,3.58,58.93,7.0,16,136
blockage,2,9.05,1.62,12.0,15,191
vehicle_issue,3,9.8,25.29,20.0,10,47
blockage,2,8.98,14.14,17.0,17,212
blockage,2,9.8,6.73,15.0,17,220
weather,0,1.91,113.16,1.0,35,84
blockage,2,4.01,116.3,14.0,25,203
weather,0,3.04,107.1,8.0,46,115
blockage,2,6.2,114.99,23.0,29,238
weather,0,10.0,99.21,8.0,68,182
vehicle_issue,3,7.02,109.54,17.0,15,62
congestion,1,5.96,23.56,14.0,25,75
congestion,1,9.14,31.07,8.0,47,142
weather,0,1.83,103.91,4.0,32,78
weather,0,6.93,57.41,6.0,33,91
vehicle_issue,3,6.0,86.33,12.0,12,50
congestion,1,2.86,67.07,21.0,29,78
blockage,2,7.21,37.88,23.0,17,157
vehicle_issue,3,9.05,32.92,7.0,10,46
blockage,2,8.82,89.88,1.0,29,297
weather,0,9.06,62.57,5.0,40,111
congestion,1,9.2,43.18,12.0,40,118
congestion,1,4.89,74.69,9.0,49,132
congestion,1,1.2,49.63,3.0,18,46
weather,0,10.0,57.28,4.0,41,114
blockage,2,5.03,81.14,13.0,21,178
congestion,1,7.18,58.56,6.0,38,107
congestion,1,1.03,114.5,5.0,37,92
congestion,1,9.06,59.42,9.0,58,167
congestion,1,9.01,114.16,21.0,62,170
weather,0,9.74,98.11,20.0,52,141
congestion,1,2.06,106.06,7.0,50,125
vehicle_issue,3,9.04,89.33,18.0,15,64
blockage,2,6.94,73.19,22.0,23,199
blockage,2,1.62,64.77,6.0,14,109
vehicle_issue,3,6.09,66.87,0.0,10,44
blockage,2,4.87,24.85,5.0,12,110
weather,0,6.83,25.13,19.0,33,93
congestion,1,1.0,3.96,2.0,5,13
congestion,1,5.71,90.28,6.0,45,122
congestion,1,7.07,18.84,22.0,26,79
weather,0,8.35,70.62,4.0,39,106
weather,0,7.91,17.91,11.0,25,74
congestion,1,7.12,11.71,21.0,24,74
vehicle_issue,3,7.99,64.43,20.0,12,51
blockage,2,1.04,103.45,7.0,18,142
vehicle_issue,3,7.99,43.93,5.0,10,45
weather,0,4.12,112.85,14.0,39,98
congestion,1,5.82,3.51,7.0,24,77
blockage,2,6.01,56.69,17.0,19,164
congestion,1,10.0,15.61,16.0,36,109
congestion,1,4.11,36.28,10.0,24,66
congestion,1,4.05,4.3,9.0,17,53
weather,0,8.01,4.67,2.0,22,67
vehicle_issue,3,6.95,85.66,16.0,12,54
vehicle_issue,3,3.95,80.36,22.0,10,40
weather,0,3.77,23.91,21.0,17,47
congestion,1,9.08,107.26,15.0,59,164
blockage,2,9.2,84.7,17.0,28,288
vehicle_issue,3,2.04,39.12,21.0,5,20
vehicle_issue,3,4.0,51.24,5.0,7,31
congestion,1,8.09,36.33,18.0,45,133
blockage,2,1.68,99.61,2.0,19,152
vehicle_issue,3,1.92,60.02,18.0,6,26
vehicle_issue,3,1.99,17.65,5.0,3,13
congestion,1,5.74,25.99,14.0,26,76
vehicle_issue,3,5.02,33.24,0.0,7,31
congestion,1,3.72,50.9,0.0,27,74
weather,0,2.1,71.87,15.0,24,59
vehicle_issue,3,7.03,117.43,21.0,15,63
vehicle_issue,3,8.97,32.87,2.0,10,46
congestion,1,3.11,43.37,19.0,27,75
congestion,1,7.02,2.83,18.0,29,91
congestion,1,8.07,47.73,17.0,49,142
weather,0,6.04,80.01,6.0,37,97
vehicle_issue,3,5.87,116.42,21.0,14,59
weather,0,2.24,90.69,14.0,28,69
blockage,2,10.0,15.03,4.0,18,228
weather,0,10.0,103.98,21.0,54,144
blockage,2,8.02,101.0,6.0,29,289
vehicle_issue,3,10.0,22.79,11.0,10,47
blockage,2,7.19,113.55,3.0,29,247
blockage,2,7.29,84.67,9.0,25,215
vehicle_issue,3,8.92,93.38,15.0,15,64
vehicle_issue,3,1.16,54.59,21.0,5,21
vehicle_issue,3,2.99,24.43,10.0,4,19
weather,0,2.76,96.23,14.0,33,82
blockage,2,7.13,58.66,2.0,20,181
vehicle_issue,3,3.22,116.84,5.0,12,47
congestion,1,4.15,17.28,13.0,18,52
blockage,2,4.97,42.0,0.0,15,132
weather,0,8.06,87.62,8.0,57,152
vehicle_issue,3,6.1,68.58,1.0,10,45
blockage,2,1.09,51.3,11.0,10,79
blockage,2,7.18,83.38,6.0,25,213
vehicle_issue,3,5.14,90.25,6.0,11,46
weather,0,1.91,70.16,11.0,23,58
congestion,1,7.0,37.34,3.0,33,95
vehicle_issue,3,2.92,75.2,18.0,8,34
weather,0,5.02,65.28,10.0,30,80
vehicle_issue,3,9.72,98.67,21.0,16,69
congestion,1,3.29,77.85,5.0,33,86
blockage,2,8.88,59.36,1.0,24,261
blockage,2,4.92,2.76,9.0,9,84
blockage,2,10.0,19.24,2.0,19,235
vehicle_issue,3,8.79,41.79,9.0,10,48
congestion,1,8.95,72.67,18.0,63,180
weather,0,3.03,95.81,22.0,33,81
congestion,1,8.25,115.24,10.0,59,160
blockage,2,4.02,72.68,4.0,18,151
vehicle_issue,3,9.94,90.13,9.0,15,66
vehicle_issue,3,9.83,75.82,6.0,14,62
congestion,1,7.32,49.51,2.0,37,105
vehicle_issue,3,10.0,74.07,19.0,14,62
weather,0,6.01,50.45,17.0,37,100
weather,0,1.0,51.52,7.0,22,53
weather,0,9.08,107.66,11.0,52,138
vehicle_issue,3,5.91,69.0,11.0,10,44
weather,0,1.22,14.36,10.0,6,16
blockage,2,1.07,63.56,18.0,12,92
vehicle_issue,3,8.02,115.06,16.0,16,66
vehicle_issue,3,9.8,14.96,0.0,9,44
vehicle_issue,3,6.99,115.83,5.0,15,63
weather,0,4.97,117.09,22.0,44,111
congestion,1,4.02,67.32,9.0,42,113
blockage,2,4.7,40.86,11.0,14,129
blockage,2,3.86,2.47,18.0,7,66
blockage,2,2.93,3.96,18.0,5,51
blockage,2,2.08,49.7,13.0,11,89
congestion,1,5.71,94.48,22.0,46,125
weather,0,3.21,111.22,14.0,37,92
congestion,1,2.19,18.24,21.0,12,33
congestion,1,2.85,59.21,10.0,27,71
blockage,2,8.37,62.88,5.0,23,241
vehicle_issue,3,6.04,47.28,2.0,9,38
blockage,2,4.98,63.97,13.0,18,158
blockage,2,6.09,110.12,21.0,27,229
weather,0,6.06,52.76,9.0,38,104
blockage,2,5.02,17.51,17.0,11,101
congestion,1,8.84,79.79,12.0,51,144
weather,0,7.93,3.39,19.0,29,87
weather,0,2.05,111.77,18.0,45,109
vehicle_issue,3,9.13,112.69,16.0,16,70
vehicle_issue,3,2.22,12.31,8.0,3,12
blockage,2,1.0,65.14,9.0,12,96
vehicle_issue,3,5.01,96.38,11.0,12,49
weather,0,3.9,59.02,19.0,33,86
congestion,1,8.16,58.31,14.0,41,119
vehicle_issue,3,6.95,116.91,4.0,15,63
weather,0,1.0,26.34,6.0,10,25
blockage,2,5.01,64.71,7.0,18,156
weather,0,7.75,13.83,14.0,25,73
congestion,1,8.08,38.61,18.0,46,134
congestion,1,5.95,105.0,3.0,49,131
congestion,1,7.42,85.28,17.0,61,168
vehicle_issue,3,5.91,72.83,14.0,11,46
vehicle_issue,3,2.96,15.4,4.0,4,16
blockage,2,6.15,100.29,3.0,26,219
blockage,2,7.12,36.65,3.0,17,156
weather,0,1.16,64.27,18.0,25,61
weather,0,6.96,28.68,5.0,26,73
weather,0,2.83,59.97,4.0,24,62
vehicle_issue,3,1.4,68.66,10.0,6,24
weather,0,8.08,45.19,15.0,32,89
congestion,1,4.03,60.58,10.0,30,82
vehicle_issue,3,5.12,47.14,13.0,8,35
blockage,2,6.8,85.2,8.0,25,213
blockage,2,5.93,64.4,10.0,20,175
weather,0,6.84,105.55,14.0,46,119
blockage,2,10.0,5.84,15.0,17,218
blockage,2,6.79,2.06,17.0,12,117
congestion,1,1.1,23.87,20.0,10,26
blockage,2,3.18,14.07,7.0,7,66
vehicle_issue,3,5.17,61.2,2.0,9,39
congestion,1,5.07,25.24,2.0,22,66
congestion,1,4.03,7.21,16.0,13,40
congestion,1,1.94,36.13,10.0,16,44
vehicle_issue,3,2.07,61.54,9.0,7,26
weather,0,1.98,90.55,17.0,36,88
vehicle_issue,3,9.72,50.56,16.0,12,56
vehicle_issue,3,3.91,116.46,21.0,12,51
congestion,1,10.0,27.45,21.0,37,114
blockage,2,3.83,60.67,17.0,16,139
vehicle_issue,3,3.83,31.55,15.0,6,25
vehicle_issue,3,4.97,96.05,21.0,12,49
congestion,1,9.67,22.79,3.0,37,113
weather,0,6.11,116.02,22.0,46,117
blockage,2,1.1,83.65,9.0,15,120
weather,0,3.14,65.79,5.0,25,64
weather,0,10.0,64.36,13.0,43,119
vehicle_issue,3,1.87,41.47,21.0,5,21
congestion,1,8.82,2.95,3.0,28,89
blockage,2,10.0,107.62,4.0,34,342
weather,0,3.11,93.4,15.0,33,81
weather,0,5.83,18.38,16.0,20,58
weather,0,5.81,15.65,17.0,26,74
congestion,1,8.0,37.37,21.0,35,104
weather,0,8.02,91.14,18.0,58,155
congestion,1,1.14,61.37,19.0,28,69
congestion,1,4.1,78.18,2.0,36,95
blockage,2,9.99,1.0,8.0,16,212
blockage,2,4.16,112.47,16.0,24,197
congestion,1,2.95,19.78,19.0,20,57
congestion,1,6.95,40.91,8.0,42,124
weather,0,2.13,112.87,13.0,35,84
congestion,1,2.14,89.33,5.0,32,83
vehicle_issue,3,8.15,62.18,20.0,11,51
vehicle_issue,3,1.97,104.54,12.0,10,39
congestion,1,9.01,8.73,2.0,29,92
vehicle_issue,3,2.87,11.17,13.0,3,15
blockage,2,2.13,21.68,6.0,6,55
weather,0,7.91,31.18,10.0,29,84
vehicle_issue,3,1.7,87.63,8.0,8,34
congestion,1,3.93,63.95,20.0,31,85
blockage,2,3.87,48.98,20.0,15,126
blockage,2,5.59,95.13,3.0,25,209
congestion,1,4.91,39.94,7.0,35,99
blockage,2,2.12,11.95,9.0,5,45
blockage,2,3.06,47.69,20.0,13,106
congestion,1,2.06,90.79,6.0,34,86
congestion,1,1.21,56.61,16.0,20,51
blockage,2,6.91,117.55,1.0,30,253
weather,0,4.83,102.49,23.0,40,102
weather,0,2.07,93.53,8.0,39,95
vehicle_issue,3,4.05,92.61,6.0,11,44
congestion,1,6.81,68.95,17.0,55,153
blockage,2,2.97,107.19,14.0,22,178
blockage,2,5.08,72.29,12.0,19,165
vehicle_issue,3,8.04,43.52,22.0,10,46
blockage,2,7.11,24.79,10.0,15,141
blockage,2,7.9,96.99,12.0,28,285
vehicle_issue,3,3.79,45.61,11.0,7,30
vehicle_issue,3,4.86,93.71,4.0,12,49
weather,0,9.13,117.67,7.0,70,186
blockage,2,9.16,47.11,14.0,22,247
weather,0,1.0,41.94,2.0,13,33
vehicle_issue,3,9.23,18.46,17.0,9,42
weather,0,8.98,57.45,14.0,38,107
weather,0,9.92,76.81,15.0,46,127
weather,0,2.79,37.21,19.0,23,61
blockage,2,5.99,58.28,11.0,19,167
weather,0,1.16,65.96,18.0,25,61
weather,0,2.19,31.25,17.0,18,47
blockage,2,6.16,1.0,5.0,10,101
vehicle_issue,3,3.07,28.36,6.0,5,20
blockage,2,3.24,96.06,10.0,20,164
congestion,1,2.85,31.47,2.0,19,53
blockage,2,5.18,1.95,13.0,8,83
blockage,2,2.04,50.86,21.0,11,94
congestion,1,9.03,81.31,19.0,67,189
blockage,2,6.79,90.82,17.0,26,221
weather,0,8.05,47.73,4.0,34,94
weather,0,10.0,69.14,19.0,57,158
blockage,2,6.68,88.97,3.0,26,220
congestion,1,4.12,106.67,9.0,57,150
weather,0,9.66,78.4,22.0,46,126
weather,0,5.79,84.68,18.0,48,127
vehicle_issue,3,4.99,15.04,3.0,5,24
congestion,1,5.24,48.1,12.0,30,85
weather,0,1.0,107.3,23.0,30,72
blockage,2,10.0,21.22,10.0,19,234
blockage,2,8.86,36.97,14.0,20,234
congestion,1,6.97,81.61,9.0,59,164
vehicle_issue,3,2.99,110.25,11.0,11,44
congestion,1,10.0,7.64,12.0,32,102
blockage,2,1.89,106.5,4.0,20,158
blockage,2,2.9,27.07,22.0,9,81
blockage,2,1.16,104.03,20.0,18,140
weather,0,2.96,108.14,2.0,36,88
blockage,2,4.02,91.61,4.0,21,176
blockage,2,8.07,111.49,15.0,31,301
weather,0,3.9,114.63,9.0,53,132
weather,0,9.69,112.87,16.0,55,147
blockage,2,4.16,61.59,1.0,16,139
weather,0,6.02,55.67,18.0,39,106
vehicle_issue,3,5.81,12.2,0.0,6,28
weather,0,9.12,26.6,4.0,30,88
vehicle_issue,3,8.3,79.4,17.0,13,56
blockage,2,9.18,16.29,8.0,17,208
congestion,1,10.0,116.4,4.0,64,177
congestion,1,1.82,27.32,21.0,14,39
congestion,1,1.04,10.19,14.0,6,18
blockage,2,5.05,28.8,6.0,13,115
vehicle_issue,3,1.98,7.31,17.0,2,10
weather,0,4.95,18.89,3.0,18,52
blockage,2,5.56,72.86,11.0,21,181
vehicle_issue,3,3.25,35.02,4.0,5,23
congestion,1,1.0,98.84,15.0,32,79
blockage,2,10.0,51.2,6.0,24,269
weather,0,4.0,86.99,5.0,33,84
vehicle_issue,3,9.0,85.27,6.0,14,62
weather,0,6.97,15.68,19.0,29,86
congestion,1,7.03,6.75,20.0,23,73
congestion,1,8.1,99.59,4.0,54,150
congestion,1,3.14,82.72,3.0,34,90
weather,0,2.98,22.23,14.0,13,37
blockage,2,9.82,82.39,15.0,29,308
weather,0,6.81,37.87,20.0,29,80
vehicle_issue,3,3.16,7.07,19.0,3,14
weather,0,6.96,26.98,19.0,33,95
congestion,1,3.85,93.09,1.0,39,104
vehicle_issue,3,8.89,44.36,1.0,11,50
weather,0,5.99,68.68,4.0,33,87
weather,0,3.81,18.07,8.0,19,55
blockage,2,7.0,8.16,17.0,13,126
weather,0,8.19,28.54,20.0,28,82
vehicle_issue,3,3.98,57.87,17.0,8,33
congestion,1,7.73,100.78,20.0,55,150
vehicle_issue,3,3.13,91.39,8.0,10,40
weather,0,3.17,23.41,15.0,13,36
weather,0,9.17,8.87,3.0,26,78
vehicle_issue,3,7.01,26.18,2.0,8,36
vehicle_issue,3,1.35,103.77,19.0,9,35
vehicle_issue,3,7.11,60.3,9.0,11,47
congestion,1,4.45,98.05,17.0,53,141
congestion,1,3.2,45.88,23.0,22,61
blockage,2,5.18,74.04,13.0,19,166
congestion,1,4.91,72.42,2.0,37,100
weather,0,8.86,75.25,15.0,43,117
congestion,1,5.02,56.86,19.0,42,116
blockage,2,2.97,32.71,6.0,10,83
weather,0,7.92,52.09,10.0,34,95
congestion,1,5.98,116.68,15.0,53,142
congestion,1,1.0,33.3,17.0,17,44
weather,0,6.9,88.01,4.0,41,108
weather,0,6.1,112.84,1.0,45,116
congestion,1,5.89,66.85,15.0,39,107
weather,0,1.99,58.19,0.0,21,52
congestion,1,4.82,14.07,10.0,20,59
blockage,2,7.02,90.37,7.0,26,221
vehicle_issue,3,7.03,108.58,10.0,14,61
weather,0,6.86,117.43,20.0,49,127
congestion,1,10.0,24.77,22.0,38,114
weather,0,5.99,110.9,16.0,44,114
congestion,1,4.93,43.66,8.0,37,105
congestion,1,5.93,77.25,14.0,40,111
vehicle_issue,3,4.07,29.47,3.0,5,24
congestion,1,4.0,31.41,23.0,21,60
vehicle_issue,3,7.14,75.8,20.0,12,50
weather,0,3.84,57.0,8.0,33,87
weather,0,7.97,114.92,0.0,51,133
weather,0,7.91,31.79,20.0,29,84
congestion,1,10.0,103.37,0.0,62,172
weather,0,2.04,55.23,2.0,20,49
weather,0,3.82,20.41,0.0,15,42
weather,0,8.09,29.66,4.0,28,82
vehicle_issue,3,5.32,93.2,22.0,11,47
vehicle_issue,3,7.03,101.6,11.0,14,58
weather,0,7.87,4.28,4.0,22,67
vehicle_issue,3,8.96,49.85,23.0,11,51
weather,0,2.95,59.2,9.0,30,78
congestion,1,2.9,75.6,16.0,31,82
congestion,1,5.11,79.11,13.0,39,104
congestion,1,5.73,102.3,2.0,48,129
vehicle_issue,3,10.0,33.81,17.0,11,50
blockage,2,1.19,15.54,22.0,4,33
blockage,2,3.18,22.23,23.0,9,76
blockage,2,10.0,110.3,18.0,34,345
blockage,2,6.9,67.11,16.0,22,191
weather,0,7.22,27.32,17.0,33,94
congestion,1,3.05,95.33,23.0,37,97
weather,0,7.21,73.02,13.0,37,99
blockage,2,4.16,45.2,21.0,14,118
congestion,1,8.05,4.44,9.0,32,103
blockage,2,1.0,95.73,7.0,17,129
blockage,2,3.35,86.18,2.0,19,152
congestion,1,6.73,31.3,11.0,31,90
weather,0,6.97,35.57,14.0,27,76
vehicle_issue,3,8.79,33.88,9.0,10,46
congestion,1,9.02,81.23,3.0,51,145
weather,0,1.05,34.53,10.0,12,30
congestion,1,1.0,38.27,14.0,14,37
vehicle_issue,3,3.91,46.28,2.0,7,30
congestion,1,9.8,116.2,12.0,65,181
vehicle_issue,3,5.07,56.91,9.0,8,37
congestion,1,8.93,45.52,14.0,41,119
vehicle_issue,3,1.06,53.58,0.0,5,21
blockage,2,9.92,85.81,19.0,30,314
weather,0,1.04,107.65,9.0,39,93
blockage,2,9.11,117.55,9.0,33,332
congestion,1,9.07,62.43,2.0,45,129
weather,0,3.03,56.52,10.0,22,57
blockage,2,3.98,43.65,9.0,13,112
weather,0,6.07,92.05,1.0,40,104
blockage,2,7.91,77.18,13.0,25,263
vehicle_issue,3,1.97,43.84,6.0,5,21
weather,0,3.05,60.8,8.0,31,80
congestion,1,8.23,24.82,1.0,32,95
blockage,2,8.91,85.98,15.0,28,289
weather,0,1.87,30.54,3.0,13,35
congestion,1,9.04,40.21,14.0,40,117
congestion,1,9.18,9.55,10.0,30,93
weather,0,9.12,29.18,17.0,40,115
vehicle_issue,3,3.0,21.39,9.0,4,19
congestion,1,7.18,86.47,15.0,48,131
vehicle_issue,3,1.73,83.68,22.0,8,33
blockage,2,2.15,63.2,6.0,14,110
vehicle_issue,3,1.0,46.85,2.0,5,18
vehicle_issue,3,5.09,108.96,14.0,13,52
blockage,2,8.15,105.63,3.0,30,295
congestion,1,2.03,73.39,5.0,28,72
congestion,1,2.01,80.09,18.0,39,99
vehicle_issue,3,2.94,94.61,16.0,10,41
congestion,1,2.25,85.42,0.0,32,82
blockage,2,9.05,29.29,14.0,19,222
weather,0,2.03,60.97,15.0,21,53
vehicle_issue,3,3.23,19.41,7.0,4,18
blockage,2,3.92,97.25,17.0,22,181
congestion,1,2.96,78.61,17.0,42,111
blockage,2,10.0,117.79,15.0,35,351
congestion,1,3.27,15.52,6.0,14,41
weather,0,5.01,62.28,6.0,29,77
vehicle_issue,3,6.06,85.7,13.0,12,50
vehicle_issue,3,2.76,107.69,2.0,11,43
vehicle_issue,3,5.19,103.52,9.0,12,51
congestion,1,1.84,25.42,23.0,14,37
congestion,1,4.92,116.3,15.0,50,133
weather,0,1.03,119.46,20.0,33,79
blockage,2,4.9,115.59,7.0,27,220
congestion,1,3.71,74.91,17.0,44,119
vehicle_issue,3,3.81,99.0,17.0,11,46
vehicle_issue,3,2.01,7.13,4.0,2,11
weather,0,10.0,33.71,5.0,34,99
vehicle_issue,3,1.21,12.77,10.0,2,8
weather,0,2.06,60.61,15.0,21,53
congestion,1,2.02,118.75,17.0,53,133
congestion,1,10.0,78.27,23.0,53,152
vehicle_issue,3,4.2,57.71,2.0,8,33
blockage,2,5.02,92.85,15.0,23,194
vehicle_issue,3,8.02,66.01,22.0,12,52
blockage,2,1.03,55.06,4.0,10,83
vehicle_issue,3,1.15,74.42,22.0,7,27
vehicle_issue,3,1.79,60.57,20.0,7,27
vehicle_issue,3,7.0,77.52,3.0,12,51
congestion,1,10.0,96.24,5.0,59,165
congestion,1,6.72,55.71,4.0,38,108
vehicle_issue,3,9.14,49.63,2.0,11,51
vehicle_issue,3,9.16,69.03,8.0,13,56
vehicle_issue,3,2.71,106.83,10.0,11,45
blockage,2,1.94,51.38,10.0,11,94
vehicle_issue,3,1.94,101.22,19.0,10,39
blockage,2,7.87,73.6,10.0,25,257
blockage,2,6.89,1.0,4.0,12,115
weather,0,8.92,57.64,16.0,38,107
blockage,2,6.09,25.18,15.0,14,127
blockage,2,10.0,19.32,11.0,19,233
vehicle_issue,3,9.08,33.51,15.0,10,45
vehicle_issue,3,8.86,86.06,4.0,14,62
congestion,1,9.12,76.4,18.0,65,183
congestion,1,2.09,63.72,6.0,25,66
vehicle_issue,3,7.56,60.16,1.0,11,50
vehicle_issue,3,10.0,47.13,9.0,12,54
weather,0,3.02,105.26,5.0,35,88
congestion,1,9.03,110.63,12.0,61,167
vehicle_issue,3,3.74,92.71,11.0,11,44
weather,0,3.24,34.29,22.0,17,45
vehicle_issue,3,8.05,108.29,9.0,15,65
weather,0,2.12,100.48,2.0,31,75
weather,0,4.8,18.09,12.0,17,49
vehicle_issue,3,10.0,40.31,19.0,11,53
blockage,2,2.08,41.59,6.0,10,80
blockage,2,1.98,85.44,7.0,17,137
vehicle_issue,3,9.81,61.87,4.0,13,59
congestion,1,7.99,30.98,17.0,44,131
blockage,2,4.86,27.75,4.0,13,114
blockage,2,4.9,55.4,6.0,17,146
blockage,2,10.0,78.31,2.0,29,306
congestion,1,8.01,60.84,9.0,55,157
blockage,2,9.99,30.68,20.0,21,249
congestion,1,1.0,75.15,10.0,25,63
blockage,2,5.99,120.0,2.0,29,240
vehicle_issue,3,7.98,24.08,18.0,8,39
congestion,1,1.0,61.27,8.0,29,72
blockage,2,6.16,47.4,3.0,17,151
vehicle_issue,3,1.16,28.7,0.0,3,12
vehicle_issue,3,9.88,104.39,8.0,16,72
vehicle_issue,3,7.06,114.44,3.0,15,62
blockage,2,1.72,43.19,12.0,10,83
congestion,1,6.05,43.81,10.0,31,88
vehicle_issue,3,2.12,8.82,15.0,3,12
blockage,2,8.83,73.8,6.0,26,278
weather,0,2.0,4.85,1.0,6,19
congestion,1,7.02,60.1,2.0,39,110
congestion,1,1.43,19.23,2.0,9,23
vehicle_issue,3,2.39,78.55,6.0,8,32
weather,0,10.0,110.75,17.0,71,191
blockage,2,3.9,11.01,13.0,8,78
blockage,2,2.04,92.26,8.0,18,144
weather,0,7.17,101.46,5.0,44,116
blockage,2,2.75,21.44,3.0,8,74
vehicle_issue,3,5.69,109.51,3.0,14,57
blockage,2,8.83,77.84,6.0,26,279
blockage,2,7.11,65.37,11.0,22,190
congestion,1,3.12,81.14,14.0,33,87
weather,0,3.07,35.1,22.0,17,45
weather,0,3.17,2.99,22.0,9,26
